3.1830988654751274e-03	3.1830934902220926e-03
6.3661977309502548e-03	6.3661547289913367e-03
9.5492965964253818e-03	9.5491514651816559e-03
1.2732395461900510e-02	1.2732051448320524e-02
1.5915494327375639e-02	1.5914822428915731e-02
1.9098593192850767e-02	1.9097432158782124e-02
2.2281692058325895e-02	2.2279848391368352e-02
2.5464790923801019e-02	2.5462038882083645e-02
2.8647889789276147e-02	2.8643971388624418e-02
3.1830988654751272e-02	3.1825613671301052e-02
3.5014087520226396e-02	3.5006933493364471e-02
3.8197186385701527e-02	3.8187898621332865e-02
4.1380285251176652e-02	4.1368476825318135e-02
4.4563384116651783e-02	4.4548635879352629e-02
4.7746482982126907e-02	4.7728343561715493e-02
5.0929581847602039e-02	5.0907567655259292e-02
5.4112680713077170e-02	5.4086275947736302e-02
5.7295779578552301e-02	5.7264436232124967e-02
6.0478878444027433e-02	6.0442016306956253e-02
6.3661977309502557e-02	6.3618983976639815e-02
6.6845076174977688e-02	6.6795307051790306e-02
7.0028175040452820e-02	6.9970953349553472e-02
7.3211273905927951e-02	7.3145890693932208e-02
7.6394372771403082e-02	7.6320086916112626e-02
7.9577471636878200e-02	7.9493509854790034e-02
8.2760570502353331e-02	8.2666127356494590e-02
8.5943669367828462e-02	8.5837907275917377e-02
8.9126768233303594e-02	8.9008817476235819e-02
9.2309867098778725e-02	9.2178825829439606e-02
9.5492965964253856e-02	9.5347900216655818e-02
9.8676064829728988e-02	9.8516008528474780e-02
1.0185916369520412e-01	1.0168311866527505e-01
1.0504226256067925e-01	1.0484919853754890e-01
1.0822536142615438e-01	1.0801421606622731e-01
1.1140846029162951e-01	1.1117813918300515e-01
1.1459155915710464e-01	1.1434093583066575e-01
1.1777465802257978e-01	1.1750257396340623e-01
1.2095775688805489e-01	1.2066302154716169e-01
1.2414085575353002e-01	1.2382224655993010e-01
1.2732395461900517e-01	1.2698021699209672e-01
1.3050705348448030e-01	1.3013690084675822e-01
1.3369015234995543e-01	1.3329226614004708e-01
1.3687325121543056e-01	1.3644628090145564e-01
1.4005635008090569e-01	1.3959891317415982e-01
1.4323944894638080e-01	1.4275013101534320e-01
1.4642254781185593e-01	1.4589990249652063e-01
1.4960564667733106e-01	1.4904819570386141e-01
1.5278874554280619e-01	1.5219497873851295e-01
1.5597184440828132e-01	1.5534021971692402e-01
1.5915494327375646e-01	1.5848388677116754e-01
1.6233804213923159e-01	1.6162594804926358e-01
1.6552114100470672e-01	1.6476637171550226e-01
1.6870423987018185e-01	1.6790512595076604e-01
1.7188733873565698e-01	1.7104217895285223e-01
1.7507043760113208e-01	1.7417749893679524e-01
1.7825353646660722e-01	1.7731105413518874e-01
1.8143663533208235e-01	1.8044281279850724e-01
1.8461973419755748e-01	1.8357274319542805e-01
1.8780283306303261e-01	1.8670081361315255e-01
1.9098593192850774e-01	1.8982699235772768e-01
1.9416903079398287e-01	1.9295124775436712e-01
1.9735212965945800e-01	1.9607354814777195e-01
2.0053522852493313e-01	1.9919386190245181e-01
2.0371832739040827e-01	2.0231215740304490e-01
2.0690142625588340e-01	2.0542840305463875e-01
2.1008452512135853e-01	2.0854256728309006e-01
2.1326762398683366e-01	2.1165461853534509e-01
2.1645072285230879e-01	2.1476452527975845e-01
2.1963382171778392e-01	2.1787225600641363e-01
2.2281692058325905e-01	2.2097777922744155e-01
2.2600001944873419e-01	2.2408106347733980e-01
2.2918311831420932e-01	2.2718207731329143e-01
2.3236621717968445e-01	2.3028078931548387e-01
2.3554931604515958e-01	2.3337716808742667e-01
2.3873241491063471e-01	2.3647118225627001e-01
2.4191551377610984e-01	2.3956280047312256e-01
2.4509861264158497e-01	2.4265199141336885e-01
2.4828171150706010e-01	2.4573872377698730e-01
2.5146481037253521e-01	2.4882296628886616e-01
2.5464790923801034e-01	2.5190468769912189e-01
2.5783100810348547e-01	2.5498385678341445e-01
2.6101410696896060e-01	2.5806044234326458e-01
2.6419720583443573e-01	2.6113441320636965e-01
2.6738030469991086e-01	2.6420573822691901e-01
2.7056340356538600e-01	2.6727438628591016e-01
2.7374650243086113e-01	2.7034032629146421e-01
2.7692960129633626e-01	2.7340352717914018e-01
2.8011270016181139e-01	2.7646395791225015e-01
2.8329579902728652e-01	2.7952158748217387e-01
2.8647889789276165e-01	2.8257638490867265e-01
2.8966199675823678e-01	2.8562831924020349e-01
2.9284509562371192e-01	2.8867735955423263e-01
2.9602819448918705e-01	2.9172347495754858e-01
2.9921129335466218e-01	2.9476663458657554e-01
3.0239439222013731e-01	2.9780680760768596e-01
3.0557749108561244e-01	3.0084396321751289e-01
3.0876058995108757e-01	3.0387807064326200e-01
3.1194368881656270e-01	3.0690909914302378e-01
3.1512678768203783e-01	3.0993701800608442e-01
3.1830988654751297e-01	3.1296179655323758e-01
3.2149298541298810e-01	3.1598340413709458e-01
3.2467608427846323e-01	3.1900181014239581e-01
3.2785918314393836e-01	3.2201698398631978e-01
3.3104228200941349e-01	3.2502889511879424e-01
3.3422538087488862e-01	3.2803751302280454e-01
3.3740847974036375e-01	3.3104280721470380e-01
3.4059157860583888e-01	3.3404474724452110e-01
3.4377467747131402e-01	3.3704330269627047e-01
3.4695777633678915e-01	3.4003844318825849e-01
3.5014087520226428e-01	3.4303013837339302e-01
3.5332397406773941e-01	3.4601835793948965e-01
3.5650707293321454e-01	3.4900307160957972e-01
3.5969017179868967e-01	3.5198424914221627e-01
3.6287327066416480e-01	3.5496186033178118e-01
3.6605636952963994e-01	3.5793587500879109e-01
3.6923946839511507e-01	3.6090626304020235e-01
3.7242256726059020e-01	3.6387299432971726e-01
3.7560566612606533e-01	3.6683603881808863e-01
3.7878876499154046e-01	3.6979536648342426e-01
3.8197186385701559e-01	3.7275094734149089e-01
3.8515496272249072e-01	3.7570275144601922e-01
3.8833806158796585e-01	3.7865074888900546e-01
3.9152116045344099e-01	3.8159490980101579e-01
3.9470425931891612e-01	3.8453520435148858e-01
3.9788735818439125e-01	3.8747160274903636e-01
4.0107045704986632e-01	3.9040407524174819e-01
4.0425355591534146e-01	3.9333259211749078e-01
4.0743665478081659e-01	3.9625712370420929e-01
4.1061975364629172e-01	3.9917764037022840e-01
4.1380285251176685e-01	4.0209411252455285e-01
4.1698595137724198e-01	4.0500651061716614e-01
4.2016905024271711e-01	4.0791480513933120e-01
4.2335214910819224e-01	4.1081896662388800e-01
4.2653524797366738e-01	4.1371896564555405e-01
4.2971834683914251e-01	4.1661477282122028e-01
4.3290144570461764e-01	4.1950635881025050e-01
4.3608454457009277e-01	4.2239369431477780e-01
4.3926764343556790e-01	4.2527675008000182e-01
4.4245074230104303e-01	4.2815549689448495e-01
4.4563384116651816e-01	4.3102990559044801e-01
4.4881694003199329e-01	4.3389994704406676e-01
4.5200003889746843e-01	4.3676559217576572e-01
4.5518313776294356e-01	4.3962681195051362e-01
4.5836623662841869e-01	4.4248357737811772e-01
4.6154933549389382e-01	4.4533585951351667e-01
4.6473243435936895e-01	4.4818362945707485e-01
4.6791553322484408e-01	4.5102685835487427e-01
4.7109863209031921e-01	4.5386551739900738e-01
4.7428173095579435e-01	4.5669957782786913e-01
4.7746482982126948e-01	4.5952901092644799e-01
4.8064792868674461e-01	4.6235378802661681e-01
4.8383102755221974e-01	4.6517388050742392e-01
4.8701412641769487e-01	4.6798925979538275e-01
4.9019722528317000e-01	4.7079989736476080e-01
4.9338032414864513e-01	4.7360576473786964e-01
4.9656342301412026e-01	4.7640683348535290e-01
4.9974652187959540e-01	4.7920307522647437e-01
5.0292962074507053e-01	4.8199446162940562e-01
5.0611271961054560e-01	4.8478096441151308e-01
5.0929581847602079e-01	4.8756255533964449e-01
5.1247891734149587e-01	4.9033920623041488e-01
5.1566201620697105e-01	4.9311088895049293e-01
5.1884511507244613e-01	4.9587757541688421e-01
5.2202821393792131e-01	4.9863923759721818e-01
5.2521131280339639e-01	5.0139584751002986e-01
5.2839441166887158e-01	5.0414737722504532e-01
5.3157751053434665e-01	5.0689379886346286e-01
5.3476060939982184e-01	5.0963508459823692e-01
5.3794370826529692e-01	5.1237120665435942e-01
5.4112680713077210e-01	5.1510213730914112e-01
5.4430990599624718e-01	5.1782784889249256e-01
5.4749300486172237e-01	5.2054831378720523e-01
5.5067610372719744e-01	5.2326350442922909e-01
5.5385920259267263e-01	5.2597339330795501e-01
5.5704230145814770e-01	5.2867795296649078e-01
5.6022540032362289e-01	5.3137715600194124e-01
5.6340849918909797e-01	5.3407097506568468e-01
5.6659159805457315e-01	5.3675938286365033e-01
5.6977469692004823e-01	5.3944235215659542e-01
5.7295779578552342e-01	5.4211985576038002e-01
5.7614089465099849e-01	5.4479186654624390e-01
5.7932399351647368e-01	5.4745835744107996e-01
5.8250709238194875e-01	5.5011930142770993e-01
5.8569019124742394e-01	5.5277467154515669e-01
5.8887329011289902e-01	5.5542444088891874e-01
5.9205638897837420e-01	5.5806858261124248e-01
5.9523948784384928e-01	5.6070706992139296e-01
5.9842258670932447e-01	5.6333987608592717e-01
6.0160568557479954e-01	5.6596697442896415e-01
6.0478878444027473e-01	5.6858833833245448e-01
6.0797188330574981e-01	5.7120394123645124e-01
6.1115498217122499e-01	5.7381375663937872e-01
6.1433808103670007e-01	5.7641775809830087e-01
6.1752117990217525e-01	5.7901591922918849e-01
6.2070427876765033e-01	5.8160821370718774e-01
6.2388737763312552e-01	5.8419461526688621e-01
6.2707047649860059e-01	5.8677509770257930e-01
6.3025357536407578e-01	5.8934963486853564e-01
6.3343667422955086e-01	5.9191820067926182e-01
6.3661977309502593e-01	5.9448076910976688e-01
6.3980287196050101e-01	5.9703731419582595e-01
6.4298597082597608e-01	5.9958781003424355e-01
6.4616906969145116e-01	6.0213223078311562e-01
6.4935216855692612e-01	6.0467055066209185e-01
6.5253526742240120e-01	6.0720274395263629e-01
6.5571836628787628e-01	6.0972878499828864e-01
6.5890146515335135e-01	6.1224864820492331e-01
6.6208456401882643e-01	6.1476230804100951e-01
6.6526766288430150e-01	6.1726973903787008e-01
6.6845076174977647e-01	6.1977091578993826e-01
6.7163386061525154e-01	6.2226581295501660e-01
6.7481695948072662e-01	6.2475440525453341e-01
6.7800005834620169e-01	6.2723666747379769e-01
6.8118315721167677e-01	6.2971257446225626e-01
6.8436625607715185e-01	6.3218210113374762e-01
6.8754935494262692e-01	6.3464522246675625e-01
6.9073245380810189e-01	6.3710191350466594e-01
6.9391555267357696e-01	6.3955214935601368e-01
6.9709865153905204e-01	6.4199590519474059e-01
7.0028175040452711e-01	6.4443315626044417e-01
7.0346484927000219e-01	6.4686387785862876e-01
7.0664794813547727e-01	6.4928804536095641e-01
7.0983104700095234e-01	6.5170563420549554e-01
7.1301414586642731e-01	6.5411661989697034e-01
7.1619724473190238e-01	6.5652097800700937e-01
7.1938034359737746e-01	6.5891868417439181e-01
7.2256344246285253e-01	6.6130971410529571e-01
7.2574654132832761e-01	6.6369404357354278e-01
7.2892964019380269e-01	6.6607164842084543e-01
7.3211273905927776e-01	6.6844250455704968e-01
7.3529583792475273e-01	6.7080658796038140e-01
7.3847893679022780e-01	6.7316387467768735e-01
7.4166203565570288e-01	6.7551434082467998e-01
7.4484513452117795e-01	6.7785796258617814e-01
7.4802823338665303e-01	6.8019471621634808e-01
7.5121133225212811e-01	6.8252457803894639e-01
7.5439443111760318e-01	6.8484752444755659e-01
7.5757752998307815e-01	6.8716353190583057e-01
7.6076062884855322e-01	6.8947257694772623e-01
7.6394372771402830e-01	6.9177463617774571e-01
7.6712682657950337e-01	6.9406968627117249e-01
7.7030992544497845e-01	6.9635770397430641e-01
7.7349302431045353e-01	6.9863866610470104e-01
7.7667612317592860e-01	7.0091254955139759e-01
7.7985922204140357e-01	7.0317933127515875e-01
7.8304232090687864e-01	7.0543898830870377e-01
7.8622541977235372e-01	7.0769149775693907e-01
7.8940851863782879e-01	7.0993683679719155e-01
7.9259161750330387e-01	7.1217498267943957e-01
7.9577471636877894e-01	7.1440591272654297e-01
7.9895781523425402e-01	7.1662960433447387e-01
8.0214091409972899e-01	7.1884603497254418e-01
8.0532401296520406e-01	7.2105518218363573e-01
8.0850711183067914e-01	7.2325702358442623e-01
8.1169021069615421e-01	7.2545153686561625e-01
8.1487330956162929e-01	7.2763869979215678e-01
8.1805640842710436e-01	7.2981849020347245e-01
8.2123950729257944e-01	7.3199088601368756e-01
8.2442260615805441e-01	7.3415586521184950e-01
8.2760570502352948e-01	7.3631340586215055e-01
8.3078880388900456e-01	7.3846348610415258e-01
8.3397190275447963e-01	7.4060608415300588e-01
8.3715500161995471e-01	7.4274117829967190e-01
8.4033810048542978e-01	7.4486874691114213e-01
8.4352119935090475e-01	7.4698876843065787e-01
8.4670429821637982e-01	7.4910122137792801e-01
8.4988739708185490e-01	7.5120608434934766e-01
8.5307049594732998e-01	7.5330333601821353e-01
8.5625359481280505e-01	7.5539295513494187e-01
8.5943669367828013e-01	7.5747492052728194e-01
8.6261979254375520e-01	7.5954921110053164e-01
8.6580289140923017e-01	7.6161580583775113e-01
8.6898599027470524e-01	7.6367468379997594e-01
8.7216908914018032e-01	7.6572582412642765e-01
8.7535218800565540e-01	7.6776920603472776e-01
8.7853528687113047e-01	7.6980480882110580e-01
8.8171838573660555e-01	7.7183261186061181e-01
8.8490148460208062e-01	7.7385259460732170e-01
8.8808458346755559e-01	7.7586473659454813e-01
8.9126768233303066e-01	7.7786901743504888e-01
8.9445078119850574e-01	7.7986541682122912e-01
8.9763388006398082e-01	7.8185391452535147e-01
9.0081697892945589e-01	7.8383449039973851e-01
9.0400007779493097e-01	7.8580712437697808e-01
9.0718317666040604e-01	7.8777179647012618e-01
9.1036627552588101e-01	7.8972848677290908e-01
9.1354937439135608e-01	7.9167717545992600e-01
9.1673247325683116e-01	7.9361784278684899e-01
9.1991557212230624e-01	7.9555046909062344e-01
9.2309867098778131e-01	7.9747503478966741e-01
9.2628176985325639e-01	7.9939152038406980e-01
9.2946486871873146e-01	8.0129990645578841e-01
9.3264796758420643e-01	8.0320017366884533e-01
9.3583106644968150e-01	8.0509230276952481e-01
9.3901416531515658e-01	8.0697627458656707e-01
9.4219726418063166e-01	8.0885207003136217e-01
9.4538036304610673e-01	8.1071967009814527e-01
9.4856346191158181e-01	8.1257905586418688e-01
9.5174656077705688e-01	8.1443020848998660e-01
9.5492965964253185e-01	8.1627310921946250e-01
9.5811275850800692e-01	8.1810773938014170e-01
9.6129585737348200e-01	8.1993408038335014e-01
9.6447895623895707e-01	8.2175211372439994e-01
9.6766205510443215e-01	8.2356182098277797e-01
9.7084515396990723e-01	8.2536318382233098e-01
9.7402825283538230e-01	8.2715618399145319e-01
9.7721135170085727e-01	8.2894080332326958e-01
9.8039445056633234e-01	8.3071702373582146e-01
9.8357754943180742e-01	8.3248482723224826e-01
9.8676064829728249e-01	8.3424419590097076e-01
9.8994374716275757e-01	8.3599511191587228e-01
9.9312684602823265e-01	8.3773755753647960e-01
9.9630994489370772e-01	8.3947151510814211e-01
9.9949304375918269e-01	8.4119696706221103e-01
-2.6761426246577624e-03	-2.6761394303529175e-03
-5.8592414901328382e-03	-5.8592079648694959e-03
-9.0423403556079140e-03	-9.0422171332474443e-03
-1.2225439221082990e-02	-1.2225134684888268e-02
-1.5408538086558066e-02	-1.5407928370121754e-02
-1.8591636952033141e-02	-1.8590565940532704e-02
-2.1774735817508217e-02	-2.1773015149287683e-02
-2.4957834682983293e-02	-2.4955243751461798e-02
-2.8140933548458369e-02	-2.8137219504365325e-02
-3.1324032413933223e-02	-3.1318910167870251e-02
-3.4507131279408298e-02	-3.4500283504737723e-02
-3.7690230144883374e-02	-3.7681307280943488e-02
-4.0873329010358450e-02	-4.0861949266005261e-02
-4.4056427875833526e-02	-4.4042177233309082e-02
-4.7239526741308602e-02	-4.7221958960435934e-02
-5.0422625606783678e-02	-5.0401262229488097e-02
-5.3605724472258753e-02	-5.3580054827415673e-02
-5.6788823337733829e-02	-5.6758304546342862e-02
-5.9971922203208905e-02	-5.9935979183894525e-02
-6.3155021068683981e-02	-6.3113046543522178e-02
-6.6338119934159057e-02	-6.6289474434830409e-02
-6.9521218799634132e-02	-6.9465230673902909e-02
-7.2704317665109208e-02	-7.2640283083628701e-02
-7.5887416530584062e-02	-7.5814599494027801e-02
-7.9070515396059138e-02	-7.8988147742578133e-02
